      1.702e+07          22.4928
      1.736e+07          22.1626
       1.77e+07          21.8324
      1.806e+07          21.5021
      1.842e+07          21.1819
      1.879e+07          20.8717
      1.916e+07          20.5515
      1.955e+07          20.2513
      1.994e+07          19.9411
      2.034e+07          19.6409
      2.074e+07          19.3507
      2.116e+07          19.0605
      2.158e+07          18.7704
      2.201e+07          18.4902
      2.245e+07            18.21
       2.29e+07          17.9398
      2.336e+07          17.6597
      2.383e+07          17.3995
       2.43e+07          17.1293
      2.479e+07          16.8692
      2.528e+07           16.619
      2.579e+07          16.3588
      2.631e+07          16.1187
      2.683e+07          15.8685
      2.737e+07          15.6284
      2.792e+07          15.3882
      2.847e+07          15.1481
      2.904e+07          14.9179
      2.962e+07          14.6878
      3.022e+07          14.4677
      3.082e+07          14.2475
      3.144e+07          14.0274
      3.207e+07          13.8073
      3.271e+07          13.5971
      3.336e+07           13.387
      3.403e+07          13.1769
      3.471e+07          12.9768
       3.54e+07          12.7767
      3.611e+07          12.5765
      3.683e+07          12.3864
      3.757e+07          12.1963
      3.832e+07          12.0062
      3.909e+07          11.8161
      3.987e+07           11.636
      4.067e+07          11.4559
      4.148e+07          11.2758
      4.231e+07          11.0957
      4.316e+07          10.9256
      4.402e+07          10.7555
       4.49e+07          10.5854
       4.58e+07          10.4153
      4.671e+07          10.2552
      4.765e+07          10.0951
       4.86e+07          9.93701
      4.957e+07          9.78192
      5.057e+07          9.62784
      5.158e+07          9.47675
      5.261e+07          9.32767
      5.366e+07          9.18058
      5.473e+07           9.0355
      5.583e+07          8.89342
      5.695e+07          8.75335
      5.808e+07          8.61527
      5.925e+07          8.47919
      6.043e+07          8.34512
      6.164e+07          8.21305
      6.287e+07          8.08298
      6.413e+07           7.9549
      6.541e+07          7.82883
      6.672e+07          7.70477
      6.805e+07           7.5827
      6.942e+07          7.46164
       7.08e+07          7.34357
      7.222e+07          7.22651
      7.366e+07          7.11144
      7.514e+07          6.99838
      7.664e+07          6.88732
      7.817e+07          6.77726
      7.974e+07          6.66921
      8.133e+07          6.56315
      8.296e+07           6.4591
      8.462e+07          6.35604
      8.631e+07          6.25399
      8.804e+07          6.15493
       8.98e+07          6.05588
      9.159e+07          5.95983
      9.342e+07          5.86378
      9.529e+07          5.77073
       9.72e+07          5.67768
      9.914e+07          5.58763
      1.011e+08          5.49759
      1.031e+08          5.40954
      1.052e+08           5.3235
      1.073e+08          5.23845
      1.095e+08          5.15441
      1.117e+08          5.07137
      1.139e+08          4.99032
      1.162e+08          4.91028
      1.185e+08          4.83124
      1.209e+08           4.7542
      1.233e+08          4.67816
      1.257e+08          4.60312
      1.283e+08          4.52909
      1.308e+08          4.45705
      1.334e+08          4.38501
      1.361e+08          4.31498
      1.388e+08          4.24594
      1.416e+08          4.17791
      1.444e+08          4.11087
      1.473e+08          4.04484
      1.503e+08          3.97981
      1.533e+08          3.91577
      1.563e+08          3.85274
      1.595e+08          3.79171
      1.627e+08          3.73068
      1.659e+08          3.67065
      1.692e+08          3.61162
      1.726e+08          3.55459
      1.761e+08          3.49756
      1.796e+08          3.44154
      1.832e+08          3.38651
      1.868e+08          3.33248
      1.906e+08          3.27846
      1.944e+08          3.22643
      1.983e+08           3.1744
